Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
num-700000,2259.0,1.07,0.35503333333333326,0.13409999999999994,5985.0,0.7101999999999999,17.759999999999998,2.648666666666666,0.1521233333333333,2.543666666666667e-05,0.9139666666666668,0.010167333333333334,1.6974666666666664e-06,5.297666666666667,132.43333333333334,0.004463333333333332,2106.0,0.0008666
num-1000000,2270.4651162790697,1.0697674418604652,0.3550697674418604,0.1346976744186047,5983.488372093023,0.7100232558139531,17.753488372093024,2.6367441860465113,0.19986279069767435,3.32860465116279e-05,0.8895581395348835,0.01705511627906977,2.8464186046511618e-06,5.273023255813953,131.90697674418604,0.007386976744186046,2105.5813953488373,0.0012216976744186046
num-300000,2304.1666666666665,1.07,0.35266666666666663,0.13458333333333336,6039.166666666667,0.7052499999999998,17.624999999999996,2.6208333333333336,0.1635,2.7050000000000004e-05,0.8854166666666669,0.016941666666666664,2.805333333333334e-06,5.241666666666668,131.0,0.008542500000000001,2140.8333333333335,0.0014338333333333332
num-100000,2250.0,1.07,0.3545,0.134,5950.0,0.70825,17.7,2.6425,0.1793,3.0124999999999997e-05,0.9564999999999999,0.007395,1.2412499999999998e-06,5.285,132.25,0.0051575,2100.0,0.00132575
num-900000,2294.102564102564,1.0697435897435899,0.3533333333333333,0.1343846153846155,6029.48717948718,0.7067692307692306,17.65897435897437,2.6289743589743595,0.2019179487179487,3.35974358974359e-05,0.9205384615384614,0.015043846153846158,2.5106666666666665e-06,5.258461538461539,131.48717948717947,0.007044358974358973,2132.5641025641025,0.0010855641025641026
num-400000,2260.5882352941176,1.07,0.35505882352941165,0.13411764705882348,5987.058823529412,0.7099411764705883,17.764705882352946,2.6464705882352937,0.1493352941176471,2.4988235294117647e-05,0.9065294117647058,0.01197529411764706,2.001058823529412e-06,5.295294117647059,132.41176470588235,0.00636,2107.6470588235293,0.0011757058823529411
num-600000,2308.8,1.0696000000000003,0.35268,0.13420000000000004,6065.6,0.7053999999999999,17.624,2.6275999999999997,0.14102400000000007,2.3279999999999997e-05,0.91072,0.011049199999999999,1.8258400000000002e-06,5.257199999999999,131.4,0.0052131999999999986,2150.8,0.00103728
num-800000,2315.4285714285716,1.0697142857142858,0.35611428571428566,0.1376571428571429,5986.857142857143,0.7122857142857143,17.8,2.596285714285714,0.36998571428571436,5.8642857142857144e-05,0.8583999999999999,0.05236142857142856,8.17142857142857e-06,5.19457142857143,129.89142857142858,0.02739857142857143,2100.0,0.0048057428571428576
num-200000,2282.5,1.07,0.35524999999999995,0.135,6005.0,0.710375,17.7625,2.6275,0.172475,2.85875e-05,0.843625,0.023975,3.97625e-06,5.25875,131.375,0.011495000000000002,2112.5,0.002400375
num-500000,2262.7272727272725,1.07,0.35295454545454547,0.13463636363636364,5933.181818181818,0.7059545454545456,17.64545454545454,2.6213636363636366,0.14576818181818182,2.4572272727272726e-05,0.8752727272727271,0.015288636363636364,2.575590909090909e-06,5.241363636363638,131.0909090909091,0.00801322727272727,2100.0,0.0013345454545454546
