layer,1,particle,100,37.1226,25.2087338178,0.3209329676
layer,2,particle,1833,72.0383,74.2578151987,0.0308102107
layer,5,particle,3566,270.705,269.944459441,0.002809481
layer,1,particle,533,28.4713,31.2490141819,0.0975619021
layer,2,particle,2266,83.3563,86.3383759278,0.0357750515
layer,1,particle,966,34.6169,37.289294546,0.0771991295
layer,4,particle,2700,171.234,171.515275176,0.0016426363
layer,5,particle,1399,119.042,119.493997071,0.0037969546
layer,3,particle,1399,79.8238,80.1612274155,0.004227153
layer,1,particle,1399,41.7011,43.3295749101,0.039051126
layer,3,particle,2266,115.31,115.74871399,0.0038046483
layer,4,particle,3566,219.544,219.837518091,0.0013369443
layer,1,particle,1833,47.8659,48.6877599852,0.0171700519
layer,4,particle,3133,194.341,195.676396634,0.0068714097
layer,5,particle,533,59.6628,59.0911934294,0.0095806193
layer,3,particle,533,43.2069,43.9195452308,0.016493783
layer,1,particle,2266,53.8084,54.7280403502,0.0170910183
layer,4,particle,100,26.4636,27.1329928506,0.0252948522
layer,3,particle,2700,133.82,133.911404601,0.0006830414
layer,4,particle,533,51.1724,51.2941143071,0.0023785147
layer,2,particle,2700,95.5785,98.4468363353,0.0300102673
layer,5,particle,3133,240.648,239.743057619,0.0037604401
layer,3,particle,3566,170.739,170.153086788,0.0034316308
layer,3,particle,3133,151.448,152.032245694,0.0038577313
layer,4,particle,966,75.4828,75.4552357636,0.0003651724
layer,2,particle,3566,120.701,122.607957793,0.0157990223
layer,4,particle,1399,99.6284,99.6163572201,0.000120877
layer,5,particle,1833,147.579,149.069102959,0.0100969851
layer,3,particle,1833,97.2414,97.6278728972,0.0039743658
layer,2,particle,3133,108.073,110.527397064,0.0227105481
layer,5,particle,2700,209.134,209.541655798,0.0019492564
layer,4,particle,1833,122.812,123.137232905,0.0026482176
layer,2,particle,100,23.705,26.6037177356,0.1222829671
layer,4,particle,2266,147.341,147.298354362,0.000289435
layer,5,particle,966,88.5287,89.29259525,0.0086287865
layer,5,particle,2266,180.759,179.27050478,0.0082346949
layer,3,particle,966,61,62.0403863232,0.0170555135
layer,2,particle,533,35.7586,38.6842784638,0.0818174779
layer,1,particle,2700,60.341,60.7822705544,0.0073129473
layer,2,particle,966,48.3487,50.7648391921,0.0499731987
layer,1,particle,3566,72.7739,72.8628312844,0.0012220217
layer,5,particle,100,28.3372,28.8897916088,0.019500572
layer,2,particle,1399,60.2682,62.8453999203,0.042762185
layer,3,particle,100,25.1916,25.7987041385,0.0240994672
layer,1,particle,3133,67.0613,66.8225509194,0.0035601618
,,,,,,0.0266661208
